1125.0,1125.0,-1500.0
1175.0,1125.0,-1500.0
1275.0,1125.0,-1500.0
1325.0,1125.0,-1500.0
1375.0,1125.0,-1500.0
1425.0,1125.0,-1500.0
1475.0,1125.0,-1500.0
1525.0,1125.0,-1500.0
1575.0,1125.0,-1500.0
1625.0,1125.0,-1500.0
# 1675.0,1125.0,-1500.0
# 1725.0,1125.0,-1500.0
# 1775.0,1125.0,-1500.0
# 1825.0,1125.0,-1500.0
# 1125.0,1175.0,-1500.0
# 1175.0,1175.0,-1500.0
# 1225.0,1175.0,-1500.0
# 1275.0,1175.0,-1500.0
# 1325.0,1175.0,-1500.0
# 1375.0,1175.0,-1500.0
# 1425.0,1175.0,-1500.0
# 1475.0,1175.0,-1500.0
# 1525.0,1175.0,-1500.0
# 1575.0,1175.0,-1500.0
# 1625.0,1175.0,-1500.0
# 1675.0,1175.0,-1500.0
# 1725.0,1175.0,-1500.0
# 1775.0,1175.0,-1500.0
# 1825.0,1175.0,-1500.0
# 1125.0,1225.0,-1500.0
# 1175.0,1225.0,-1500.0
# 1225.0,1225.0,-1500.0
# 1275.0,1225.0,-1500.0
# 1325.0,1225.0,-1500.0
# 1375.0,1225.0,-1500.0
# 1425.0,1225.0,-1500.0
# 1475.0,1225.0,-1500.0
# 1525.0,1225.0,-1500.0
# 1575.0,1225.0,-1500.0
# 1625.0,1225.0,-1500.0
# 1675.0,1225.0,-1500.0
# 1725.0,1225.0,-1500.0
# 1775.0,1225.0,-1500.0
# 1825.0,1225.0,-1500.0
# 1125.0,1275.0,-1500.0
# 1175.0,1275.0,-1500.0
# 1225.0,1275.0,-1500.0
# 1275.0,1275.0,-1500.0
# 1325.0,1275.0,-1500.0
# 1375.0,1275.0,-1500.0
# 1425.0,1275.0,-1500.0
# 1475.0,1275.0,-1500.0
# 1525.0,1275.0,-1500.0
# 1575.0,1275.0,-1500.0
# 1625.0,1275.0,-1500.0
# 1675.0,1275.0,-1500.0
# 1725.0,1275.0,-1500.0
# 1775.0,1275.0,-1500.0
# 1825.0,1275.0,-1500.0
# 1125.0,1325.0,-1500.0
# 1175.0,1325.0,-1500.0
# 1225.0,1325.0,-1500.0
# 1275.0,1325.0,-1500.0
# 1325.0,1325.0,-1500.0
# 1375.0,1325.0,-1500.0
# 1425.0,1325.0,-1500.0
# 1475.0,1325.0,-1500.0
# 1525.0,1325.0,-1500.0
# 1575.0,1325.0,-1500.0
# 1625.0,1325.0,-1500.0
# 1675.0,1325.0,-1500.0
# 1725.0,1325.0,-1500.0
# 1775.0,1325.0,-1500.0
# 1825.0,1325.0,-1500.0
# 1125.0,1375.0,-1500.0
# 1175.0,1375.0,-1500.0
# 1225.0,1375.0,-1500.0
# 1275.0,1375.0,-1500.0
# 1325.0,1375.0,-1500.0
# 1375.0,1375.0,-1500.0
# 1425.0,1375.0,-1500.0
# 1475.0,1375.0,-1500.0
# 1525.0,1375.0,-1500.0
# 1575.0,1375.0,-1500.0
# 1625.0,1375.0,-1500.0
# 1675.0,1375.0,-1500.0
# 1725.0,1375.0,-1500.0
# 1775.0,1375.0,-1500.0
# 1825.0,1375.0,-1500.0
# 1125.0,1425.0,-1500.0
# 1175.0,1425.0,-1500.0
# 1225.0,1425.0,-1500.0
# 1275.0,1425.0,-1500.0
# 1325.0,1425.0,-1500.0
# 1375.0,1425.0,-1500.0
# 1425.0,1425.0,-1500.0
# 1475.0,1425.0,-1500.0
# 1525.0,1425.0,-1500.0
# 1575.0,1425.0,-1500.0
# 1625.0,1425.0,-1500.0
# 1675.0,1425.0,-1500.0
# 1725.0,1425.0,-1500.0
# 1775.0,1425.0,-1500.0
# 1825.0,1425.0,-1500.0
# 1125.0,1475.0,-1500.0
# 1175.0,1475.0,-1500.0
# 1225.0,1475.0,-1500.0
# 1275.0,1475.0,-1500.0
# 1325.0,1475.0,-1500.0
# 1375.0,1475.0,-1500.0
# 1425.0,1475.0,-1500.0
# 1475.0,1475.0,-1500.0
# 1525.0,1475.0,-1500.0
# 1575.0,1475.0,-1500.0
# 1625.0,1475.0,-1500.0
# 1675.0,1475.0,-1500.0
# 1725.0,1475.0,-1500.0
# 1775.0,1475.0,-1500.0
# 1825.0,1475.0,-1500.0
# 1125.0,1525.0,-1500.0
# 1175.0,1525.0,-1500.0
# 1225.0,1525.0,-1500.0
# 1275.0,1525.0,-1500.0
# 1325.0,1525.0,-1500.0
# 1375.0,1525.0,-1500.0
# 1425.0,1525.0,-1500.0
# 1475.0,1525.0,-1500.0
# 1525.0,1525.0,-1500.0
# 1575.0,1525.0,-1500.0
# 1625.0,1525.0,-1500.0
# 1675.0,1525.0,-1500.0
# 1725.0,1525.0,-1500.0
# 1775.0,1525.0,-1500.0
# 1825.0,1525.0,-1500.0
# 1125.0,1575.0,-1500.0
# 1175.0,1575.0,-1500.0
# 1225.0,1575.0,-1500.0
# 1275.0,1575.0,-1500.0
# 1325.0,1575.0,-1500.0
# 1375.0,1575.0,-1500.0
# 1425.0,1575.0,-1500.0
# 1475.0,1575.0,-1500.0
# 1525.0,1575.0,-1500.0
# 1575.0,1575.0,-1500.0
# 1625.0,1575.0,-1500.0
# 1675.0,1575.0,-1500.0
# 1725.0,1575.0,-1500.0
# 1775.0,1575.0,-1500.0
# 1825.0,1575.0,-1500.0
# 1125.0,1625.0,-1500.0
# 1175.0,1625.0,-1500.0
# 1225.0,1625.0,-1500.0
# 1275.0,1625.0,-1500.0
# 1325.0,1625.0,-1500.0
# 1375.0,1625.0,-1500.0
# 1425.0,1625.0,-1500.0
# 1475.0,1625.0,-1500.0
# 1525.0,1625.0,-1500.0
# 1575.0,1625.0,-1500.0
# 1625.0,1625.0,-1500.0
# 1675.0,1625.0,-1500.0
# 1725.0,1625.0,-1500.0
# 1775.0,1625.0,-1500.0
# 1825.0,1625.0,-1500.0
# 1125.0,1675.0,-1500.0
# 1175.0,1675.0,-1500.0
# 1225.0,1675.0,-1500.0
# 1275.0,1675.0,-1500.0
# 1325.0,1675.0,-1500.0
# 1375.0,1675.0,-1500.0
# 1425.0,1675.0,-1500.0
# 1475.0,1675.0,-1500.0
# 1525.0,1675.0,-1500.0
# 1575.0,1675.0,-1500.0
# 1625.0,1675.0,-1500.0
# 1675.0,1675.0,-1500.0
# 1725.0,1675.0,-1500.0
# 1775.0,1675.0,-1500.0
# 1825.0,1675.0,-1500.0
# 1125.0,1725.0,-1500.0
# 1175.0,1725.0,-1500.0
# 1225.0,1725.0,-1500.0
# 1275.0,1725.0,-1500.0
# 1325.0,1725.0,-1500.0
# 1375.0,1725.0,-1500.0
# 1425.0,1725.0,-1500.0
# 1475.0,1725.0,-1500.0
# 1525.0,1725.0,-1500.0
# 1575.0,1725.0,-1500.0
# 1625.0,1725.0,-1500.0
# 1675.0,1725.0,-1500.0
# 1725.0,1725.0,-1500.0
# 1775.0,1725.0,-1500.0
# 1825.0,1725.0,-1500.0
# 1125.0,1775.0,-1500.0
# 1175.0,1775.0,-1500.0
# 1225.0,1775.0,-1500.0
# 1275.0,1775.0,-1500.0
# 1325.0,1775.0,-1500.0
# 1375.0,1775.0,-1500.0
# 1425.0,1775.0,-1500.0
# 1475.0,1775.0,-1500.0
# 1525.0,1775.0,-1500.0
# 1575.0,1775.0,-1500.0
# 1625.0,1775.0,-1500.0
# 1675.0,1775.0,-1500.0
# 1725.0,1775.0,-1500.0
# 1775.0,1775.0,-1500.0
# 1825.0,1775.0,-1500.0
# 1125.0,1825.0,-1500.0
# 1175.0,1825.0,-1500.0
# 1225.0,1825.0,-1500.0
# 1275.0,1825.0,-1500.0
# 1325.0,1825.0,-1500.0
# 1375.0,1825.0,-1500.0
# 1425.0,1825.0,-1500.0
# 1475.0,1825.0,-1500.0
# 1525.0,1825.0,-1500.0
# 1575.0,1825.0,-1500.0
# 1625.0,1825.0,-1500.0
# 1675.0,1825.0,-1500.0
# 1725.0,1825.0,-1500.0
# 1775.0,1825.0,-1500.0
# 1825.0,1825.0,-1500.0
